R_fighter,B_fighter,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs
Claudia Gadelha,Nina Ansaroff,Canada,Blue,FALSE,Women's Strawweight,FEMALE,3,0,3,0,71.0,474,0.8,0.4,0.3,3,2,15,0,0,0,2,0,1,0,3,165.1,162.56,115,0,1,0,47.625,4.025,1.0,3.875,6.075,2,3,24,1,0,1,3,0,1,0,5,162.56,160.02,115,30,33,0,2,1,-2,1,-9,-1,0,0,2.54,2.54,-3,23.375,-0.2,-3.475,,Red,U-DEC,,3.0,05:00,900.0
Olivier Aubin-Mercier,Gilbert Burns,Canada,Blue,FALSE,Lightweight,MALE,3,1,0,0,2.677.777.778,416.666.667,555.555.556,1.444.444.444,456.666.667,3,3,19,0,0,0,1,2,3,0,6,177.8,180.34,155,1,0,0,30.0,543,0.5,2.3,289,4,3,26,1,0,1,1,1,4,0,7,175.26,177.8,155,29,32,0,0,-1,-1,0,-7,-1,1,-1,2.54,2.54,-3,-322.222.222,55.555.556,-855.555.556,,neither,U-DEC,,3.0,05:00,900.0
Katlyn Chookagian,Jessica Eye,Canada,Blue,FALSE,Women's Flyweight,FEMALE,3,0,2,0,48.0,396.666.667,777.777.778,555.555.556,0.25,2,6,26,0,0,1,1,0,0,1,3,167.64,167.64,125,0,3,0,60.4,0.29,0.2,0.0,0.0,3,1,15,0,0,1,3,0,0,0,4,175.26,172.72,125,29,32,0,-1,-1,-1,-5,11,0,1,0,-7.62,-5.08,-3,-12.4,577.777.778,555.555.556,,Red,S-DEC,,3.0,05:00,900.0
Elias Theodorou,Eryk Anders,Canada,Red,FALSE,Middleweight,MALE,3,1,0,0,41.6,536,0.2,2.4,374,2,2,15,0,0,0,1,2,0,0,3,185.42,190.5,185,0,2,0,5.411.111.111,415.555.556,0.0,1.444.444.444,295.555.556,3,2,25,1,0,0,5,2,0,0,7,185.42,190.5,185,30,31,-1,-2,-1,-4,0,-10,-1,0,0,0.0,0.0,-1,-1.251.111.111,0.2,955.555.556,,Red,S-DEC,,3.0,05:00,900.0
Brad Katona,Matthew Lopez,Canada,Red,FALSE,Bantamweight,MALE,3,2,0,0,28.6,536,1.0,2.2,0.7,2,3,12,0,0,0,1,1,0,0,2,170.18,175.26,135,0,1,0,71.0,0.63,0.0,2.0,0.28,1,0,3,1,0,0,1,0,0,0,1,167.64,162.56,135,26,31,-2,-1,1,1,-3,9,-1,1,0,2.54,12.7,-5,-42.4,1.0,0.2,,neither,U-DEC,,3.0,05:00,900.0
Chad Laprise,Dhiego Lima,Canada,Blue,FALSE,Welterweight,MALE,3,4,0,0,1.716.666.667,0.52,666.666.667,1.0,125,1,5,11,2,0,0,1,0,0,0,1,187.96,187.96,170,1,0,0,4.466.666.667,442.222.222,0.0,666.666.667,285.555.556,3,3,19,1,0,1,2,3,0,0,6,177.8,180.34,170,32,29,-3,0,-2,-5,-2,-8,1,-3,0,10.16,7.62,3,-27.5,666.666.667,333.333.333,,neither,KO/TKO,Punch,1.0,01:37,97.0
Diego Ferreira,Kyle Nelson,Canada,Red,FALSE,Lightweight,MALE,3,0,0,0,,0.36,,,,0,0,0,0,0,0,0,0,0,0,0,180.34,180.34,155,0,2,0,2.783.333.333,423.333.333,0.5,166.666.667,166.666.667,2,2,11,0,0,0,1,2,1,0,4,175.26,187.96,155,33,27,0,-2,-2,-4,2,-11,0,-2,-1,05.08,-7.62,6,-2.783.333.333,-0.5,-166.666.667,,neither,KO/TKO,Punches,2.0,01:23,383.0
Devin Clark,Aleksandar Rakic,Canada,Blue,FALSE,Light Heavyweight,MALE,3,0,2,0,75.0,0.51,0.0,1.5,375,2,0,6,0,0,0,2,0,0,0,2,193.04,198.12,205,0,1,0,38.8,582,0.2,2.6,472,2,2,12,0,0,0,3,0,0,0,3,182.88,190.5,205,28,26,0,1,0,-1,2,-6,0,0,0,10.16,7.62,2,36.2,-0.2,-1.1,,neither,KO/TKO,Spinning Back Fist,1.0,04:05,245.0
Junior Dos Santos,Tai Tuivasa,Australia,Red,FALSE,Heavyweight,MALE,5,0,3,0,38.0,0.6,0.0,0.0,0.0,3,0,5,0,0,0,1,2,0,0,3,187.96,190.5,264,0,1,0,5.935.294.118,520.588.235,58.823.529,294.117.647,205.882.353,9,4,47,5,0,0,5,8,0,0,13,193.04,195.58,238,34,25,0,2,-6,-10,4,-42,-5,-6,0,-5.08,-5.08,9,-2.135.294.118,-58.823.529,-294.117.647,,Red,KO/TKO,Punches,2.0,02:30,450.0
Mauricio Rua,Tyson Pedro,Australia,Red,FALSE,Light Heavyweight,MALE,3,1,0,0,15.8,612,0.6,0.4,0.2,2,2,7,0,0,0,0,1,2,0,3,190.5,200.66,205,1,0,0,3.877.777.778,499.444.444,222.222.222,1.166.666.667,215,3,9,45,3,0,1,1,7,0,0,9,185.42,193.04,205,37,27,0,0,-1,-6,7,-38,-3,-6,2,05.08,7.62,10,-2.297.777.778,377.777.778,-766.666.667,,Red,KO/TKO,Punches,3.0,00:43,643.0
Mark Hunt,Justin Willis,Australia,Blue,FALSE,Heavyweight,MALE,3,0,3,0,50.0,586.666.667,0.0,1.333.333.333,416.666.667,3,0,7,0,0,0,2,1,0,0,3,185.42,198.12,264,2,0,0,2.705.882.353,417.058.824,58.823.529,411.764.706,0.2,4,9,43,1,0,0,1,7,0,0,8,177.8,182.88,265,44,31,2,3,-1,-5,9,-36,-1,-6,0,7.62,15.24,13,2.294.117.647,-58.823.529,921.568.627,,Red,U-DEC,,3.0,05:00,900.0
Jake Matthews,Anthony Rocco Martin,Australia,Blue,FALSE,Welterweight,MALE,3,0,2,0,33.6,388,1.0,0.8,248,3,4,26,0,0,0,3,1,2,0,6,182.88,185.42,170,0,3,0,31.0,462,0.6,1.7,455,3,3,22,0,0,1,1,0,4,1,7,180.34,185.42,170,24,28,0,-1,0,-1,-1,4,0,0,-2,2.54,0.0,-4,2.6,0.4,-0.9,,neither,SUB,Anaconda Choke,3.0,01:19,679.0
Suman Mokhtarian,Sodiq Yusuff,Australia,Blue,FALSE,Featherweight,MALE,3,0,0,0,,0.49,,,,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,177.8,170.18,145,26,25,0,0,0,0,0,0,0,0,0,-2.54,10.16,1,0.0,0.0,0.0,,neither,KO/TKO,Punches,1.0,02:14,134.0
Jimmy Crute,Paul Craig,Australia,Red,FALSE,Light Heavyweight,MALE,3,0,1,0,19.5,5.175,1.0,0.75,195,1,2,7,0,0,0,0,0,2,0,2,190.5,193.04,205,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,187.96,187.96,205,22,31,0,1,1,2,-2,7,0,0,2,2.54,05.08,-9,19.5,1.0,0.75,,neither,SUB,Kimura,3.0,04:51,891.0
Yushin Okami,Aleksei Kunchenko,Australia,Blue,FALSE,Welterweight,MALE,3,0,1,0,44.0,0.28,0.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,172.72,177.8,170,0,1,0,25.15,3.835,0.45,1.65,368,4,6,52,1,0,2,7,4,0,1,14,187.96,190.5,170,37,34,0,0,-3,-13,6,-49,-1,-5,0,-15.24,-12.7,3,18.85,-0.45,-0.65,,neither,U-DEC,,3.0,05:00,900.0
Wilson Reis,Ben Nguyen,Australia,Red,FALSE,Flyweight,MALE,3,1,0,0,28.5,451.666.667,666.666.667,166.666.667,166.666.667,2,2,11,0,0,0,1,1,2,0,4,165.1,165.1,125,3,0,0,2.163.636.364,325.454.545,454.545.455,3.909.090.909,397.272.727,3,5,28,1,0,0,4,0,2,0,6,162.56,165.1,125,33,30,2,0,-1,-2,3,-17,-1,1,0,2.54,0.0,3,686.363.636,212.121.212,-3.742.424.242,,Red,U-DEC,,3.0,05:00,900.0
Keita Nakamura,Salim Touahri,Australia,Red,FALSE,Welterweight,MALE,3,1,0,0,35.0,0.47,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,177.8,182.88,170,1,0,0,2.966.666.667,354.444.444,444.444.444,2.0,525.555.556,1,6,26,0,0,1,0,0,2,0,3,180.34,185.42,170,34,29,0,0,-1,-3,5,-23,0,0,-2,-2.54,-2.54,5,533.333.333,-444.444.444,-2.0,,neither,S-DEC,,3.0,05:00,900.0
Elias Garcia,Kai Kara-France,Australia,Blue,FALSE,Flyweight,MALE,3,0,0,0,,0.41,,,,0,0,0,0,0,0,0,0,0,0,0,165.1,175.26,125,1,0,0,19.0,0.35,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,165.1,170.18,125,26,25,1,0,0,0,1,-2,0,0,0,0.0,05.08,1,-19.0,0.0,0.0,,neither,U-DEC,,3.0,05:00,900.0
Mizuto Hirota,Christos Giagos,Australia,Blue,FALSE,Lightweight,MALE,3,2,0,0,17.0,3.425,0.25,0.25,0.25,1,3,7,0,0,0,0,0,1,0,1,177.8,180.34,155,2,0,0,58.0,0.38,0.0,1.5,375,1,5,18,0,0,0,1,0,0,0,1,170.18,170.18,155,37,28,0,0,0,0,2,-11,0,0,1,7.62,10.16,9,-41.0,0.25,-1.25,,neither,U-DEC,,3.0,05:00,900.0
Alex Gorgees,Damir Ismagulov,Australia,Blue,FALSE,Lightweight,MALE,3,0,0,0,,0.43,,,,0,0,0,0,0,0,0,0,0,0,0,177.8,188.0,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,187.96,187.96,155,23,27,0,0,0,0,0,0,0,0,0,-10.16,0.04,-4,0.0,0.0,0.0,,neither,U-DEC,,3.0,05:00,900.0
Rafael Dos Anjos,Kamaru Usman,USA,Blue,FALSE,Welterweight,MALE,5,0,8,0,49.625,0.52,0.25,3.5,36.625,8,0,23,1,0,0,6,1,1,0,8,182.88,193.04,170,1,0,0,47.36,4.492,0.56,1.8,3.084,5,8,69,4,0,0,10,4,3,0,17,172.72,177.8,170,34,31,1,8,3,-9,8,-46,-3,-3,-2,10.16,15.24,3,2.265,-0.31,1.7,,Red,U-DEC,,5.0,05:00,1500.0
Juan Espino,Justin Frazier,USA,Red,TRUE,Heavyweight,MALE,4,0,0,0,,0.66,,,,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,265,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,193.04,208.28,250,38,29,0,0,0,0,0,0,0,0,0,-10.16,-17.78,9,0.0,0.0,0.0,,neither,SUB,Armbar,1.0,03:36,216.0
Pannie Kianzad,Macy Chiasson,USA,Blue,TRUE,Women's Featherweight,FEMALE,4,0,0,0,,0.55,,,,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,145,26,27,0,0,0,0,0,0,0,0,0,10.16,10.16,-1,0.0,0.0,0.0,,neither,SUB,Rear Naked Choke,2.0,02:11,431.0
Pedro Munhoz,Bryan Caraway,USA,Red,FALSE,Bantamweight,MALE,3,1,0,0,3.211.111.111,325.555.556,666.666.667,2.111.111.111,355.555.556,2,3,25,0,0,1,1,0,4,0,6,172.72,172.72,135,0,1,0,43.8,486,0.8,0.7,0.28,4,4,21,0,0,0,2,1,3,0,6,167.64,165.1,135,32,34,-1,-1,-2,0,1,4,0,-1,1,05.08,7.62,-2,-1.168.888.889,-133.333.333,1.411.111.111,,Red,KO/TKO,Kick,1.0,02:39,159.0
Darren Stewart,Edmen Shahbazyan,USA,Blue,FALSE,Middleweight,MALE,3,0,0,0,,0.52,,,,0,0,0,0,0,0,0,0,0,0,0,187.96,188.0,185,0,2,0,22.5,451.666.667,0.0,1.0,226.666.667,2,4,11,0,0,0,0,2,0,0,2,182.88,187.96,185,27,21,0,-2,-2,-2,4,-11,0,-2,0,05.08,0.04,6,-22.5,0.0,-1.0,,neither,S-DEC,,3.0,05:00,900.0
Ji Yeon Kim,Antonina Shevchenko,USA,Blue,FALSE,Women's Flyweight,FEMALE,3,0,0,0,,0.57,,,,0,0,0,0,0,0,0,0,0,0,0,172.72,170.18,125,0,2,0,67.0,326.666.667,0.0,0.0,0.0,2,1,9,0,0,2,0,0,0,0,2,170.18,182.88,125,29,34,0,-2,-2,-2,1,-9,0,0,0,2.54,-12.7,-5,-67.0,0.0,0.0,,neither,U-DEC,,3.0,05:00,900.0
Rick Glenn,Kevin Aguilar,USA,Blue,FALSE,Featherweight,MALE,3,0,0,0,,0.36,,,,0,0,0,0,0,0,0,0,0,0,0,170.18,185.42,145,0,1,0,62.8,384,0.4,0.8,114,2,2,15,0,0,2,1,0,0,0,3,182.88,177.8,145,29,30,0,-1,-2,-3,2,-15,0,0,0,-12.7,7.62,-1,-62.8,-0.4,-0.8,,neither,U-DEC,,3.0,05:00,900.0
Joseph Benavidez,Alex Perez,USA,Red,FALSE,Flyweight,MALE,3,0,3,0,4.566.666.667,486.666.667,1.0,2.333.333.333,0.35,3,0,6,0,0,0,1,1,1,0,3,167.64,165.1,135,1,0,0,4.813.333.333,0.35,266.666.667,1.066.666.667,196.666.667,6,3,39,2,0,1,7,3,1,0,12,162.56,165.1,125,34,26,1,3,-3,-9,3,-33,-2,-2,0,05.08,0.0,8,-246.666.666,733.333.333,1.266.666.666,,Red,KO/TKO,Punches,1.0,04:19,259.0
Maurice Greene,Michel Batista,USA,Red,FALSE,Heavyweight,MALE,3,0,0,0,,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,190.5,204.0,260,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,200.66,208.28,258,32,34,0,0,0,0,0,0,0,0,0,-10.16,-4.28,-2,0.0,0.0,0.0,,neither,SUB,Triangle Choke,1.0,02:14,134.0
Julija Stoliarenko,Leah Letson,USA,Blue,FALSE,Women's Featherweight,FEMALE,3,0,0,0,,0.4,,,,0,0,0,0,0,0,0,0,0,0,0,170.18,180.34,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,170.18,167.64,145,25,26,0,0,0,0,0,0,0,0,0,0.0,12.7,-1,0.0,0.0,0.0,,neither,S-DEC,,3.0,05:00,900.0
Roosevelt Roberts,Darrell Horcher,USA,Red,FALSE,Lightweight,MALE,3,1,0,0,2.633.333.333,423.333.333,666.666.667,333.333.333,333.333.333,1,2,8,0,0,1,0,0,0,0,1,177.8,177.8,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,187.96,185.42,155,24,31,-1,0,1,1,-2,8,0,0,0,-10.16,-7.62,-7,2.633.333.333,666.666.667,333.333.333,,neither,SUB,Guillotine Choke,1.0,04:50,290.0
Tim Means,Ricky Rainey,USA,Red,FALSE,Welterweight,MALE,3,1,0,0,19.0,0.43,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,185.42,195.58,170,2,0,0,5.017.647.059,494.117.647,117.647.059,470.588.235,205.882.353,4,8,40,0,0,1,3,4,1,0,9,187.96,190.5,170,34,35,1,0,-4,-9,7,-38,0,-4,-1,-2.54,05.08,-1,-3.117.647.059,-117.647.059,-470.588.235,,neither,KO/TKO,Punches,1.0,01:18,78.0
Raoni Barcelos,Chris Gutierrez,USA,Red,FALSE,Bantamweight,MALE,3,0,0,0,,0.55,,,,0,0,0,0,0,0,0,0,0,0,0,175.26,175.26,135,0,1,0,82.0,0.56,0.0,3.0,0.75,1,0,3,0,0,0,0,1,0,0,1,170.18,170.18,135,31,27,0,-1,-1,-1,0,-3,0,-1,0,05.08,05.08,4,-82.0,0.0,-3.0,,neither,SUB,Rear Naked Choke,2.0,04:12,552.0
Curtis Blaydes,Francis Ngannou,China,Blue,FALSE,Heavyweight,MALE,5,2,0,0,14.5,47.625,0.25,0.0,0.0,6,2,16,1,0,0,0,4,1,1,6,193.04,210.82,250,0,4,0,4.357.142.857,545.714.286,0.0,4.714.285.714,667.142.857,4,2,17,0,0,0,2,2,0,1,5,193.04,203.2,265,27,32,-2,-4,2,1,0,-1,1,2,1,0.0,7.62,-5,-2.907.142.857,0.25,-4.714.285.714,,Red,KO/TKO,Punch,1.0,00:45,45.0
Alistair Overeem,Sergei Pavlovich,China,Red,FALSE,Heavyweight,MALE,3,0,0,0,,0.52,,,,0,0,0,0,0,0,0,0,0,0,0,190.5,213.36,257,2,0,0,30.0,677.857.143,214.285.714,214.285.714,178.571.429,4,6,28,1,1,0,2,5,0,0,8,193.04,203.2,265,38,26,2,0,-4,-8,6,-28,-1,-5,0,-2.54,10.16,12,-30.0,-214.285.714,-214.285.714,,Red,KO/TKO,Punches,1.0,04:21,261.0
Song Yadong,Vince Morales,China,Red,FALSE,Bantamweight,MALE,3,0,0,0,,0.39,,,,0,0,0,0,0,0,0,0,0,0,0,170.18,177.8,135,0,2,0,23.5,0.33,1.0,0.5,0.5,2,0,3,0,0,0,0,1,1,0,2,172.72,170.18,135,20,28,0,-2,-2,-2,0,-3,0,-1,-1,-2.54,7.62,-8,-23.5,-1.0,-0.5,,neither,U-DEC,,3.0,05:00,900.0
Li Jingliang,David Zawada,China,Red,FALSE,Welterweight,MALE,3,1,0,0,33.0,0.51,5.0,2.0,0.4,0,1,3,0,0,0,0,0,0,0,0,182.88,190.5,170,0,1,0,4.555.555.556,416.666.667,0.0,666.666.667,286.666.667,3,3,20,0,0,1,1,4,0,0,6,182.88,180.34,170,30,28,-1,-1,-3,-6,2,-17,0,-4,0,0.0,10.16,2,-1.255.555.556,5.0,1.333.333.333,,neither,,,,,
Song Kenan,Alex Morono,China,Blue,FALSE,Welterweight,MALE,3,1,0,0,44.0,0.37,0.5,0.0,0.0,2,3,15,0,0,1,1,0,1,0,3,180.34,182.88,170,0,2,0,23.0,725,0.0,0.0,0.0,2,0,3,0,0,0,0,2,0,0,2,182.88,180.34,170,28,28,-1,-2,0,1,-3,12,0,-2,1,-2.54,2.54,0,21.0,0.5,0.0,,neither,,,,,
Wu Yanan,Lauren Mueller,China,Red,FALSE,Women's Flyweight,FEMALE,3,0,1,0,58.0,0.37,0.0,2.0,1.0,1,0,3,0,0,0,1,0,0,0,1,165.1,170.18,125,1,0,0,22.0,0.43,0.0,1.0,0.5,0,1,3,0,0,0,0,0,0,0,0,172.72,167.64,125,22,27,1,1,1,1,1,0,0,0,0,-7.62,2.54,-5,36.0,0.0,1.0,,neither,,,,,
Hu Yaozong,Rashad Coulter,China,Blue,FALSE,Light Heavyweight,MALE,3,3,0,0,2.533.333.333,0.49,0.0,0.0,0.0,0,3,5,0,0,0,0,0,0,0,0,180.34,193.04,205,1,0,0,8.0,0.44,1.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,190.5,182.88,205,23,36,-2,0,0,0,-2,3,0,0,0,-10.16,10.16,-13,1.733.333.333,-1.0,0.0,,neither,U-DEC,,3.0,05:00,900.0
Weili Zhang,Jessica Aguilar,China,Red,FALSE,Women's Strawweight,FEMALE,3,0,1,0,85.0,513.333.333,0.0,1.333.333.333,266.666.667,1,2,9,0,0,0,1,0,0,0,1,160.02,160.02,115,0,1,0,77.0,0.39,0.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,162.56,160.02,115,29,36,0,0,0,0,-2,6,0,0,0,-2.54,0.0,-7,8.0,0.0,333.333.333,,neither,SUB,Armbar,1.0,03:41,221.0
Liu Pingyuan,Martin Day,China,Red,FALSE,Bantamweight,MALE,3,0,0,0,,0.49,,,,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,135,0,1,0,32.0,0.41,2.0,1.0,1.0,1,0,3,0,0,0,1,0,0,0,1,167.64,182.88,135,25,30,0,-1,-1,-1,0,-3,0,0,0,10.16,2.54,-5,-32.0,-2.0,-1.0,,neither,S-DEC,,3.0,05:00,900.0
Yan Xiaonan,Syuri Kondo,China,Red,FALSE,Women's Strawweight,FEMALE,3,1,0,0,68.5,565,0.0,0.0,0.0,1,1,4,0,0,1,0,0,0,0,1,162.56,167.64,115,0,2,0,83.5,0.38,0.0,0.0,0.0,2,0,6,0,0,0,2,0,0,0,2,165.1,160.02,115,29,29,-1,-2,-1,-1,-1,-2,0,0,0,-2.54,7.62,0,-15.0,0.0,0.0,,neither,,,,,
Kevin Holland,John Phillips,China,Red,FALSE,Middleweight,MALE,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,180.34,190.5,185,1,0,0,31.0,0.56,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,190.5,205.74,185,26,33,0,0,0,0,0,-2,0,0,0,-10.16,-15.24,-7,-31.0,-1.0,0.0,,neither,SUB,Rear Naked Choke,3.0,04:05,845.0
Su Mudaerji,Louis Smolka,China,Blue,FALSE,Bantamweight,MALE,3,4,0,0,47.2,463,1.8,1.3,295,4,5,26,0,0,0,2,2,1,0,5,175.26,172.72,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,172.72,182.88,135,22,27,-4,0,4,5,-5,26,0,2,1,2.54,-10.16,-5,47.2,1.8,1.3,,neither,SUB,Armbar,2.0,02:07,427.0
Neil Magny,Santiago Ponzinibbio,Argentina,Blue,FALSE,Welterweight,MALE,5,0,6,0,40.0,417,0.0,0.4,133,6,2,21,0,0,0,4,4,0,0,8,182.88,185.42,170,0,2,0,4.394.736.842,434.736.842,263.157.895,2.157.894.737,437.368.421,7,5,48,0,0,1,7,5,1,0,14,190.5,203.2,170,31,32,0,4,-1,-6,3,-27,0,-1,-1,-7.62,-17.78,-1,-394.736.842,-263.157.895,-1.757.894.737,,Red,KO/TKO,Punch,4.0,02:36,1056.0
Ricardo Lamas,Darren Elkins,Argentina,Red,FALSE,Featherweight,MALE,3,1,0,0,3.836.842.105,335.789.474,1.105.263.158,2.052.631.579,334.210.526,6,5,48,0,0,2,8,3,1,0,14,177.8,180.34,145,2,0,0,2.957.142.857,472.142.857,714.285.714,928.571.429,0.28,4,5,31,1,0,0,3,3,3,0,9,172.72,180.34,145,36,34,1,0,2,5,0,17,-1,0,-2,05.08,0.0,2,879.699.248,390.977.444,112.406.015,,Red,KO/TKO,Elbows,3.0,04:09,849.0
Khalil Rountree Jr.,Johnny Walker,Argentina,Blue,FALSE,Light Heavyweight,MALE,3,0,0,0,,0.69,,,,0,0,0,0,0,0,0,0,0,0,0,195.58,208.28,205,0,1,0,16.0,506.666.667,166.666.667,0.0,0.0,2,3,10,1,0,0,0,3,0,0,3,185.42,193.04,205,28,26,0,-1,-2,-3,3,-10,-1,-3,0,10.16,15.24,2,-16.0,-166.666.667,0.0,,neither,KO/TKO,Elbow,1.0,01:57,117.0
Cezar Ferreira,Ian Heinisch,Argentina,Blue,FALSE,Middleweight,MALE,3,0,0,0,,0.5,,,,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,185,0,2,0,1.784.615.385,442.307.692,384.615.385,1.769.230.769,449.230.769,3,4,28,1,0,2,4,0,3,0,9,185.42,198.12,185,33,30,0,-2,-3,-9,4,-28,-1,0,-3,-5.08,-15.24,3,-1.784.615.385,-384.615.385,-1.769.230.769,,neither,U-DEC,,3.0,05:00,900.0
Guido Cannetti,Marlon Vera,Argentina,Blue,FALSE,Bantamweight,MALE,3,0,1,0,3.855.555.556,432.222.222,888.888.889,444.444.444,193.333.333,3,4,23,0,0,0,1,2,2,0,5,172.72,177.8,135,0,1,0,27.75,0.51,0.25,1.75,475,1,2,9,0,0,0,2,0,0,0,2,167.64,172.72,135,38,25,0,0,2,3,-2,14,0,2,2,05.08,05.08,13,1.080.555.556,638.888.889,-1.305.555.556,,neither,SUB,Rear Naked Choke,2.0,01:31,391.0
Cynthia Calvillo,Poliana Botelho,Argentina,Red,FALSE,Women's Strawweight,FEMALE,3,0,2,0,38.0,0.66,0.0,0.5,0.5,2,0,4,0,0,0,1,1,0,0,2,172.72,170.18,115,1,0,0,38.75,0.4,2.0,1.25,6.825,3,1,10,0,0,0,1,0,2,0,3,162.56,162.56,115,31,29,1,2,-1,-1,1,-6,0,1,-2,10.16,7.62,2,-0.75,-2.0,-0.75,,neither,SUB,Rear Naked Choke,1.0,04:48,288.0
Michel Prazeres,Bartosz Fabinski,Argentina,Red,FALSE,Welterweight,MALE,3,0,3,0,3.366.666.667,0.71,0.0,7.333.333.333,0.7,3,0,9,0,0,0,3,0,0,0,3,182.88,190.5,170,0,7,0,3.345.454.545,482.727.273,545.454.545,3.727.272.727,419.090.909,7,2,31,0,0,3,4,0,2,0,9,167.64,170.18,170,37,32,0,-4,-4,-6,2,-22,0,0,-2,15.24,20.32,5,21.212.122,-545.454.545,3.606.060.606,,neither,SUB,Guillotine Choke,1.0,01:02,62.0
Alexandre Pantoja,Ulka Sasaki,Argentina,Red,FALSE,Flyweight,MALE,3,0,1,0,16.5,4.375,625,1.625,30.375,1,4,15,0,0,0,0,0,4,0,4,177.8,180.34,125,0,1,0,63.5,435,1.25,0.75,5.825,2,1,12,0,0,1,1,0,1,0,3,165.1,170.18,125,28,29,0,0,-1,1,-3,3,0,0,3,12.7,10.16,-1,-47.0,-625,875,,Red,,,,,
Humberto Bandenay,Austin Arnett,Argentina,Blue,FALSE,Featherweight,MALE,3,2,0,0,27.5,0.34,0.0,0.5,0.5,0,2,5,0,0,0,0,0,0,0,0,182.88,182.88,145,1,0,0,3.5,855,0.5,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,180.34,181.61,145,24,27,-1,0,-1,-1,-1,3,0,-1,0,2.54,1.27,-3,24.0,-0.5,0.5,,neither,U-DEC,,3.0,05:00,900.0
Laureano Staropoli,Hector Aldana,Argentina,Red,FALSE,Welterweight,MALE,3,1,0,0,39.0,0.43,0.0,2.0,1.0,0,1,2,0,0,0,0,0,0,0,0,180.34,182.88,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,185.42,180.34,170,25,30,-1,0,0,0,-1,2,0,0,0,-5.08,2.54,-5,39.0,0.0,2.0,,neither,U-DEC,,3.0,05:00,900.0
